,ID_Pedido,Data,Loja,Produto,Preco_Unitario,Qtd,Cliente,Gerente,Meta_Mensal,Faturamento,Ano_Mes
68168,68169,2024-07-12,Belo Horizonte,Notebook HP,3200.0,1,Cliente_8547,Juliana,55000.0,3200.0,2024-07
68169,68170,2023-05-21,Recife,Cabo HDMI,40.0,3,Cliente_27865,Marcos,48000.0,120.0,2023-05
68170,68171,2023-09-04,São Paulo,Cabo HDMI,40.0,1,Cliente_9369,Carlos,50000.0,40.0,2023-09
68171,68172,2023-07-27,Curitiba,Smartphone Samsung,2200.0,1,Cliente_21434,Roberto,45000.0,2200.0,2023-07
68172,68173,2024-03-07,Belo Horizonte,Mouse Gamer,120.0,1,Cliente_17120,Juliana,55000.0,120.0,2024-03
68173,68174,2024-03-17,Rio De Janeiro,Notebook Dell,3500.0,3,Cliente_5183,Fernanda,60000.0,10500.0,2024-03
68174,68175,2023-02-02,Belo Horizonte,Teclado Mecânico,250.0,1,Cliente_3042,Juliana,55000.0,250.0,2023-02
68175,68176,2023-04-12,Curitiba,Cabo HDMI,40.0,1,Cliente_9905,Roberto,45000.0,40.0,2023-04
68176,68177,2023-06-13,Curitiba,Teclado Mecânico,250.0,1,Cliente_13984,Roberto,45000.0,250.0,2023-06
68177,68178,2024-04-03,Rio De Janeiro,Smartphone Samsung,2200.0,1,Cliente_22199,Fernanda,60000.0,2200.0,2024-04
68178,68179,2023-07-01,Rio De Janeiro,Mouse Gamer,120.0,10,Cliente_25328,Fernanda,60000.0,1200.0,2023-07
68179,68180,2024-07-16,Porto Alegre,Mouse Gamer,120.0,1,Cliente_10090,Pedro,42000.0,120.0,2024-07
68180,68181,2023-11-13,Porto Alegre,iPhone 14,5500.0,1,Cliente_21496,Pedro,42000.0,5500.0,2023-11
68181,68182,2024-01-17,Salvador,Teclado Mecânico,250.0,1,Cliente_8154,Ana,52000.0,250.0,2024-01
68182,68183,2023-03-25,Rio De Janeiro,iPhone 14,5500.0,1,Cliente_870,Fernanda,60000.0,5500.0,2023-03
68183,68184,2024-06-24,Recife,Notebook HP,3200.0,2,Cliente_5845,Marcos,48000.0,6400.0,2024-06
68184,68185,2024-11-25,Curitiba,"Monitor 27""",1200.0,1,Cliente_11785,Roberto,45000.0,1200.0,2024-11
68185,68186,2024-07-15,São Paulo,Mouse Gamer,120.0,5,Cliente_23711,Carlos,50000.0,600.0,2024-07
68186,68187,2023-01-16,Recife,Mouse Gamer,120.0,1,Cliente_24100,Marcos,48000.0,120.0,2023-01
68187,68188,2023-09-21,Curitiba,Smartphone Samsung,2200.0,1,Cliente_9364,Roberto,45000.0,2200.0,2023-09
68188,68189,2023-05-19,Salvador,Mouse Gamer,120.0,1,Cliente_21839,Ana,52000.0,120.0,2023-05
68189,68190,2023-06-17,Belo Horizonte,iPhone 14,5500.0,1,Cliente_23946,Juliana,55000.0,5500.0,2023-06
68190,68191,2024-12-11,Salvador,Mouse Gamer,120.0,1,Cliente_25559,Ana,52000.0,120.0,2024-12
68191,68192,2023-04-20,Rio De Janeiro,Notebook HP,3200.0,1,Cliente_28376,Fernanda,60000.0,3200.0,2023-04
68192,68193,2023-02-05,Belo Horizonte,Notebook HP,3200.0,1,Cliente_26540,Juliana,55000.0,3200.0,2023-02
68193,68194,2023-06-24,Porto Alegre,Smartphone Samsung,2200.0,2,Cliente_19388,Pedro,42000.0,4400.0,2023-06
68194,68195,2024-10-28,São Paulo,Mouse Gamer,120.0,1,Cliente_277,Carlos,50000.0,120.0,2024-10
68195,68196,2023-10-09,Salvador,Cabo HDMI,40.0,1,Cliente_9999,Ana,52000.0,40.0,2023-10
68196,68197,2024-11-21,Recife,Cabo HDMI,40.0,1,Cliente_9361,Marcos,48000.0,40.0,2024-11
68197,68198,2023-02-24,Belo Horizonte,Teclado Mecânico,250.0,1,Cliente_20376,Juliana,55000.0,250.0,2023-02
68198,68199,2023-02-28,São Paulo,Notebook HP,3200.0,1,Cliente_24208,Carlos,50000.0,3200.0,2023-02
68199,68200,2024-06-19,Belo Horizonte,Notebook Dell,3500.0,1,Cliente_21997,Juliana,55000.0,3500.0,2024-06
68200,68201,2024-10-21,Porto Alegre,Teclado Mecânico,250.0,1,Cliente_14970,Pedro,42000.0,250.0,2024-10
68201,68202,2023-08-07,Curitiba,"Monitor 27""",1200.0,1,Cliente_14353,Roberto,45000.0,1200.0,2023-08
68202,68203,2023-08-01,Porto Alegre,Smartphone Samsung,2200.0,3,Cliente_24180,Pedro,42000.0,6600.0,2023-08
68203,68204,2023-07-10,Belo Horizonte,Smartphone Samsung,2200.0,2,Cliente_2368,Juliana,55000.0,4400.0,2023-07
68204,68205,2023-07-14,Porto Alegre,Smartphone Samsung,2200.0,1,Cliente_22406,Pedro,42000.0,2200.0,2023-07
68205,68206,2024-03-02,Rio De Janeiro,Notebook HP,3200.0,2,Cliente_24957,Fernanda,60000.0,6400.0,2024-03
68206,68207,2024-09-11,Rio De Janeiro,Notebook HP,3200.0,1,Cliente_25146,Fernanda,60000.0,3200.0,2024-09
68207,68208,2024-03-19,Online,Smartphone Samsung,2200.0,2,Cliente_1164,Sem Gerente (E-commerce),0.0,4400.0,2024-03
68208,68209,2023-06-25,Online,Cabo HDMI,40.0,1,Cliente_8650,Sem Gerente (E-commerce),0.0,40.0,2023-06
68209,68210,2023-07-25,Recife,Smartphone Samsung,2200.0,2,Cliente_20144,Marcos,48000.0,4400.0,2023-07
68210,68211,2024-11-08,Rio De Janeiro,Notebook Dell,3500.0,2,Cliente_21718,Fernanda,60000.0,7000.0,2024-11
68211,68212,2024-05-13,Belo Horizonte,Cabo HDMI,40.0,1,Cliente_1748,Juliana,55000.0,40.0,2024-05
68212,68213,2024-08-19,Rio De Janeiro,iPhone 14,5500.0,2,Cliente_8131,Fernanda,60000.0,11000.0,2024-08
68213,68214,2024-04-08,Porto Alegre,Teclado Mecânico,250.0,1,Cliente_17272,Pedro,42000.0,250.0,2024-04
68214,68215,2024-01-31,Curitiba,Teclado Mecânico,250.0,1,Cliente_7260,Roberto,45000.0,250.0,2024-01
68215,68216,2024-09-10,Porto Alegre,Notebook Dell,3500.0,3,Cliente_29629,Pedro,42000.0,10500.0,2024-09
68216,68217,2023-11-28,Porto Alegre,Smartphone Samsung,2200.0,1,Cliente_17709,Pedro,42000.0,2200.0,2023-11
68217,68218,2024-08-09,Recife,Mouse Gamer,120.0,1,Cliente_4930,Marcos,48000.0,120.0,2024-08
68218,68219,2024-07-01,Porto Alegre,Notebook HP,3200.0,2,Cliente_7000,Pedro,42000.0,6400.0,2024-07
68219,68220,2023-05-06,Porto Alegre,Notebook HP,3200.0,1,Cliente_22455,Pedro,42000.0,3200.0,2023-05
68220,68221,2023-08-12,Curitiba,Smartphone Samsung,2200.0,1,Cliente_23306,Roberto,45000.0,2200.0,2023-08
68221,68222,2023-08-22,Belo Horizonte,iPhone 14,5500.0,10,Cliente_20574,Juliana,55000.0,55000.0,2023-08
68222,68223,2023-12-15,Rio De Janeiro,"Monitor 27""",1200.0,1,Cliente_15730,Fernanda,60000.0,1200.0,2023-12
68223,68224,2023-02-23,Belo Horizonte,"Monitor 27""",1200.0,1,Cliente_23838,Juliana,55000.0,1200.0,2023-02
68224,68225,2023-04-20,Rio De Janeiro,Notebook Dell,3500.0,1,Cliente_24101,Fernanda,60000.0,3500.0,2023-04
68225,68226,2023-09-29,Online,Teclado Mecânico,250.0,1,Cliente_23847,Sem Gerente (E-commerce),0.0,250.0,2023-09
68226,68227,2024-03-27,São Paulo,iPhone 14,5500.0,2,Cliente_22610,Carlos,50000.0,11000.0,2024-03
68227,68228,2024-11-19,Porto Alegre,"Monitor 27""",1200.0,5,Cliente_2965,Pedro,42000.0,6000.0,2024-11
68228,68229,2023-03-12,Salvador,iPhone 14,5500.0,1,Cliente_16414,Ana,52000.0,5500.0,2023-03
68229,68230,2023-09-07,Curitiba,Notebook HP,3200.0,2,Cliente_1247,Roberto,45000.0,6400.0,2023-09
68230,68231,2024-02-29,São Paulo,Notebook HP,3200.0,2,Cliente_1856,Carlos,50000.0,6400.0,2024-02
68231,68232,2024-08-15,Porto Alegre,Mouse Gamer,120.0,1,Cliente_11399,Pedro,42000.0,120.0,2024-08
68232,68233,2023-08-11,Belo Horizonte,Cabo HDMI,40.0,1,Cliente_4543,Juliana,55000.0,40.0,2023-08
68233,68234,2024-07-29,Belo Horizonte,iPhone 14,5500.0,1,Cliente_18679,Juliana,55000.0,5500.0,2024-07
68234,68235,2023-05-16,Recife,Cabo HDMI,40.0,1,Cliente_13016,Marcos,48000.0,40.0,2023-05
68235,68236,2024-11-12,Porto Alegre,Smartphone Samsung,2200.0,1,Cliente_148,Pedro,42000.0,2200.0,2024-11
68236,68237,2024-11-21,Salvador,"Monitor 27""",1200.0,2,Cliente_14448,Ana,52000.0,2400.0,2024-11
68237,68238,2024-10-14,Rio De Janeiro,"Monitor 27""",1200.0,1,Cliente_18079,Fernanda,60000.0,1200.0,2024-10
68238,68239,2023-10-10,São Paulo,Notebook HP,3200.0,1,Cliente_9358,Carlos,50000.0,3200.0,2023-10
68239,68240,2024-11-10,Recife,Mouse Gamer,120.0,5,Cliente_27931,Marcos,48000.0,600.0,2024-11
68240,68241,2023-05-02,Salvador,Cabo HDMI,40.0,1,Cliente_17316,Ana,52000.0,40.0,2023-05
68241,68242,2023-10-07,São Paulo,Mouse Gamer,120.0,1,Cliente_18583,Carlos,50000.0,120.0,2023-10
68242,68243,2023-12-03,Salvador,Teclado Mecânico,250.0,1,Cliente_1218,Ana,52000.0,250.0,2023-12
68243,68244,2023-11-30,Salvador,Notebook Dell,3500.0,1,Cliente_4338,Ana,52000.0,3500.0,2023-11
68244,68245,2024-10-31,Belo Horizonte,"Monitor 27""",1200.0,1,Cliente_20592,Juliana,55000.0,1200.0,2024-10
68245,68246,2024-04-29,Recife,Notebook HP,3200.0,1,Cliente_5783,Marcos,48000.0,3200.0,2024-04
68246,68247,2023-10-20,Curitiba,Mouse Gamer,120.0,1,Cliente_12821,Roberto,45000.0,120.0,2023-10
68247,68248,2024-11-12,Recife,Notebook HP,3200.0,1,Cliente_1845,Marcos,48000.0,3200.0,2024-11
68248,68249,2024-12-20,Rio De Janeiro,iPhone 14,5500.0,1,Cliente_11449,Fernanda,60000.0,5500.0,2024-12
68249,68250,2023-01-02,Belo Horizonte,iPhone 14,5500.0,1,Cliente_15840,Juliana,55000.0,5500.0,2023-01
68250,68251,2023-10-25,Curitiba,Teclado Mecânico,250.0,1,Cliente_17229,Roberto,45000.0,250.0,2023-10
68251,68252,2023-04-27,Belo Horizonte,iPhone 14,5500.0,1,Cliente_28840,Juliana,55000.0,5500.0,2023-04
68252,68253,2024-12-15,Rio De Janeiro,Cabo HDMI,40.0,1,Cliente_27110,Fernanda,60000.0,40.0,2024-12
68253,68254,2024-10-13,Online,Notebook Dell,3500.0,1,Cliente_7448,Sem Gerente (E-commerce),0.0,3500.0,2024-10
68254,68255,2023-01-21,Porto Alegre,Mouse Gamer,120.0,1,Cliente_1463,Pedro,42000.0,120.0,2023-01
68255,68256,2024-10-19,Curitiba,"Monitor 27""",1200.0,1,Cliente_6691,Roberto,45000.0,1200.0,2024-10
68256,68257,2023-07-24,Recife,Notebook Dell,3500.0,1,Cliente_27071,Marcos,48000.0,3500.0,2023-07
68257,68258,2023-06-21,Recife,Mouse Gamer,120.0,5,Cliente_25550,Marcos,48000.0,600.0,2023-06
68258,68259,2023-06-25,Online,Notebook Dell,3500.0,1,Cliente_27305,Sem Gerente (E-commerce),0.0,3500.0,2023-06
68259,68260,2023-12-03,Recife,iPhone 14,5500.0,1,Cliente_27263,Marcos,48000.0,5500.0,2023-12
68260,68261,2023-02-14,Curitiba,Teclado Mecânico,250.0,1,Cliente_20380,Roberto,45000.0,250.0,2023-02
68261,68262,2023-01-27,Porto Alegre,Notebook HP,3200.0,1,Cliente_29318,Pedro,42000.0,3200.0,2023-01
68262,68263,2023-04-06,Online,Smartphone Samsung,2200.0,1,Cliente_4937,Sem Gerente (E-commerce),0.0,2200.0,2023-04
68263,68264,2024-12-28,São Paulo,Notebook HP,3200.0,1,Cliente_23565,Carlos,50000.0,3200.0,2024-12
68264,68265,2024-06-15,Porto Alegre,Notebook HP,3200.0,5,Cliente_10058,Pedro,42000.0,16000.0,2024-06
68265,68266,2024-08-18,São Paulo,Notebook HP,3200.0,1,Cliente_20246,Carlos,50000.0,3200.0,2024-08
68266,68267,2024-04-23,Recife,Notebook HP,3200.0,1,Cliente_4081,Marcos,48000.0,3200.0,2024-04
68267,68268,2023-09-07,Porto Alegre,Notebook Dell,3500.0,1,Cliente_29835,Pedro,42000.0,3500.0,2023-09
68268,68269,2024-11-26,Rio De Janeiro,iPhone 14,5500.0,2,Cliente_15205,Fernanda,60000.0,11000.0,2024-11
68269,68270,2023-05-05,Curitiba,iPhone 14,5500.0,3,Cliente_2994,Roberto,45000.0,16500.0,2023-05
68270,68271,2023-05-05,Porto Alegre,Notebook HP,3200.0,1,Cliente_29457,Pedro,42000.0,3200.0,2023-05
68271,68272,2024-02-01,Rio De Janeiro,Smartphone Samsung,2200.0,1,Cliente_28916,Fernanda,60000.0,2200.0,2024-02
68272,68273,2023-11-29,Porto Alegre,"Monitor 27""",1200.0,1,Cliente_25367,Pedro,42000.0,1200.0,2023-11
68273,68274,2024-12-11,Salvador,Notebook HP,3200.0,5,Cliente_13677,Ana,52000.0,16000.0,2024-12
68274,68275,2023-03-10,Belo Horizonte,Notebook HP,3200.0,1,Cliente_18240,Juliana,55000.0,3200.0,2023-03
68275,68276,2024-12-26,Porto Alegre,Smartphone Samsung,2200.0,1,Cliente_21853,Pedro,42000.0,2200.0,2024-12
68276,68277,2023-10-01,Rio De Janeiro,Notebook Dell,3500.0,1,Cliente_6438,Fernanda,60000.0,3500.0,2023-10
68277,68278,2024-05-22,Rio De Janeiro,Notebook HP,3200.0,1,Cliente_27524,Fernanda,60000.0,3200.0,2024-05
68278,68279,2023-03-25,Rio De Janeiro,Smartphone Samsung,2200.0,1,Cliente_23725,Fernanda,60000.0,2200.0,2023-03
68279,68280,2024-07-20,Salvador,Notebook Dell,3500.0,1,Cliente_12697,Ana,52000.0,3500.0,2024-07
68280,68281,2023-04-17,Recife,Notebook Dell,3500.0,1,Cliente_8253,Marcos,48000.0,3500.0,2023-04
68281,68282,2023-07-24,Salvador,Teclado Mecânico,250.0,5,Cliente_3952,Ana,52000.0,1250.0,2023-07
68282,68283,2024-10-24,Belo Horizonte,Mouse Gamer,120.0,1,Cliente_22607,Juliana,55000.0,120.0,2024-10
68283,68284,2023-03-13,Belo Horizonte,Mouse Gamer,120.0,1,Cliente_23537,Juliana,55000.0,120.0,2023-03
68284,68285,2023-12-14,Recife,Teclado Mecânico,250.0,1,Cliente_11886,Marcos,48000.0,250.0,2023-12
68285,68286,2023-09-23,São Paulo,Teclado Mecânico,250.0,1,Cliente_11734,Carlos,50000.0,250.0,2023-09
68286,68287,2024-06-27,Salvador,Notebook HP,3200.0,1,Cliente_9662,Ana,52000.0,3200.0,2024-06
68287,68288,2024-08-18,São Paulo,Mouse Gamer,120.0,1,Cliente_4175,Carlos,50000.0,120.0,2024-08
68288,68289,2024-04-13,Belo Horizonte,Notebook Dell,3500.0,1,Cliente_19709,Juliana,55000.0,3500.0,2024-04
68289,68290,2024-11-27,Porto Alegre,Notebook HP,3200.0,1,Cliente_21310,Pedro,42000.0,3200.0,2024-11
68290,68291,2024-11-02,Porto Alegre,Cabo HDMI,40.0,1,Cliente_8658,Pedro,42000.0,40.0,2024-11
68291,68292,2023-05-30,Curitiba,Cabo HDMI,40.0,1,Cliente_3688,Roberto,45000.0,40.0,2023-05
68292,68293,2024-09-16,Recife,Notebook HP,3200.0,1,Cliente_21869,Marcos,48000.0,3200.0,2024-09
68293,68294,2023-06-19,Rio De Janeiro,iPhone 14,5500.0,1,Cliente_15360,Fernanda,60000.0,5500.0,2023-06
68294,68295,2024-06-29,Curitiba,"Monitor 27""",1200.0,1,Cliente_19662,Roberto,45000.0,1200.0,2024-06
68295,68296,2024-07-06,Salvador,"Monitor 27""",1200.0,1,Cliente_981,Ana,52000.0,1200.0,2024-07
68296,68297,2024-11-15,São Paulo,iPhone 14,5500.0,1,Cliente_22653,Carlos,50000.0,5500.0,2024-11
68297,68298,2023-01-13,Belo Horizonte,Mouse Gamer,120.0,2,Cliente_13843,Juliana,55000.0,240.0,2023-01
68298,68299,2024-11-06,São Paulo,Notebook HP,3200.0,2,Cliente_23097,Carlos,50000.0,6400.0,2024-11
68299,68300,2023-05-29,Salvador,Smartphone Samsung,2200.0,1,Cliente_14762,Ana,52000.0,2200.0,2023-05
68300,68301,2023-09-17,Belo Horizonte,Notebook Dell,3500.0,1,Cliente_17086,Juliana,55000.0,3500.0,2023-09
68301,68302,2024-11-24,Recife,iPhone 14,5500.0,1,Cliente_29159,Marcos,48000.0,5500.0,2024-11
68302,68303,2023-09-12,Porto Alegre,Teclado Mecânico,250.0,1,Cliente_8766,Pedro,42000.0,250.0,2023-09
68303,68304,2024-02-24,Belo Horizonte,iPhone 14,5500.0,1,Cliente_679,Juliana,55000.0,5500.0,2024-02
68304,68305,2024-07-24,Curitiba,iPhone 14,5500.0,3,Cliente_8540,Roberto,45000.0,16500.0,2024-07
68305,68306,2024-06-01,Curitiba,Mouse Gamer,120.0,1,Cliente_6634,Roberto,45000.0,120.0,2024-06
68306,68307,2023-03-26,Curitiba,Mouse Gamer,120.0,1,Cliente_14506,Roberto,45000.0,120.0,2023-03
68307,68308,2024-09-03,Curitiba,iPhone 14,5500.0,1,Cliente_5823,Roberto,45000.0,5500.0,2024-09
68308,68309,2024-07-29,Rio De Janeiro,"Monitor 27""",1200.0,1,Cliente_9588,Fernanda,60000.0,1200.0,2024-07
68309,68310,2023-06-05,São Paulo,Notebook HP,3200.0,1,Cliente_22718,Carlos,50000.0,3200.0,2023-06
68310,68311,2024-01-23,Recife,iPhone 14,5500.0,2,Cliente_27624,Marcos,48000.0,11000.0,2024-01
68311,68312,2023-12-06,Recife,iPhone 14,5500.0,2,Cliente_11632,Marcos,48000.0,11000.0,2023-12
68312,68313,2024-10-15,Recife,Cabo HDMI,40.0,2,Cliente_27698,Marcos,48000.0,80.0,2024-10
68313,68314,2024-03-21,São Paulo,iPhone 14,5500.0,1,Cliente_4885,Carlos,50000.0,5500.0,2024-03
68314,68315,2023-10-14,Salvador,Smartphone Samsung,2200.0,1,Cliente_2108,Ana,52000.0,2200.0,2023-10
68315,68316,2023-05-29,Belo Horizonte,Smartphone Samsung,2200.0,3,Cliente_12603,Juliana,55000.0,6600.0,2023-05
68316,68317,2024-12-15,Recife,Notebook Dell,3500.0,3,Cliente_13211,Marcos,48000.0,10500.0,2024-12
68317,68318,2024-10-28,Salvador,Notebook HP,3200.0,1,Cliente_25813,Ana,52000.0,3200.0,2024-10
68318,68319,2023-12-25,Recife,iPhone 14,5500.0,1,Cliente_7799,Marcos,48000.0,5500.0,2023-12
68319,68320,2024-04-14,Porto Alegre,Notebook Dell,3500.0,3,Cliente_17574,Pedro,42000.0,10500.0,2024-04
68320,68321,2024-03-03,Online,Mouse Gamer,120.0,1,Cliente_13363,Sem Gerente (E-commerce),0.0,120.0,2024-03
68321,68322,2023-05-20,Porto Alegre,Teclado Mecânico,250.0,3,Cliente_17067,Pedro,42000.0,750.0,2023-05
68322,68323,2024-04-28,Recife,Notebook Dell,3500.0,1,Cliente_27739,Marcos,48000.0,3500.0,2024-04
68323,68324,2023-10-17,Recife,Teclado Mecânico,250.0,1,Cliente_2246,Marcos,48000.0,250.0,2023-10
68324,68325,2024-08-06,Belo Horizonte,Teclado Mecânico,250.0,1,Cliente_10554,Juliana,55000.0,250.0,2024-08
68325,68326,2023-07-18,Recife,Notebook HP,3200.0,1,Cliente_20750,Marcos,48000.0,3200.0,2023-07
68326,68327,2023-01-07,Recife,Smartphone Samsung,2200.0,1,Cliente_28730,Marcos,48000.0,2200.0,2023-01
68327,68328,2024-07-12,São Paulo,Cabo HDMI,40.0,2,Cliente_3499,Carlos,50000.0,80.0,2024-07
68328,68329,2024-04-21,Rio De Janeiro,Notebook HP,3200.0,1,Cliente_6198,Fernanda,60000.0,3200.0,2024-04
68329,68330,2023-09-08,São Paulo,Notebook Dell,3500.0,1,Cliente_6629,Carlos,50000.0,3500.0,2023-09
68330,68331,2023-09-10,Salvador,Teclado Mecânico,250.0,1,Cliente_13608,Ana,52000.0,250.0,2023-09
68331,68332,2023-01-20,Recife,Notebook HP,3200.0,1,Cliente_6731,Marcos,48000.0,3200.0,2023-01
68332,68333,2024-03-17,Rio De Janeiro,Smartphone Samsung,2200.0,1,Cliente_29583,Fernanda,60000.0,2200.0,2024-03
68333,68334,2023-09-09,Porto Alegre,Notebook Dell,3500.0,1,Cliente_17940,Pedro,42000.0,3500.0,2023-09
68334,68335,2024-08-20,Belo Horizonte,Notebook HP,3200.0,1,Cliente_18525,Juliana,55000.0,3200.0,2024-08
68335,68336,2023-02-06,São Paulo,Mouse Gamer,120.0,2,Cliente_16169,Carlos,50000.0,240.0,2023-02
68336,68337,2023-04-30,Belo Horizonte,Mouse Gamer,120.0,3,Cliente_14924,Juliana,55000.0,360.0,2023-04
68337,68338,2024-04-16,Recife,iPhone 14,5500.0,1,Cliente_18612,Marcos,48000.0,5500.0,2024-04
68338,68339,2024-03-08,Recife,iPhone 14,5500.0,5,Cliente_1613,Marcos,48000.0,27500.0,2024-03
68339,68340,2023-07-10,Rio De Janeiro,Cabo HDMI,40.0,1,Cliente_6284,Fernanda,60000.0,40.0,2023-07
68340,68341,2023-07-04,Porto Alegre,Notebook HP,3200.0,1,Cliente_15819,Pedro,42000.0,3200.0,2023-07
68341,68342,2024-06-25,Belo Horizonte,Notebook HP,3200.0,5,Cliente_7942,Juliana,55000.0,16000.0,2024-06
68342,68343,2023-07-23,Recife,Teclado Mecânico,250.0,2,Cliente_6313,Marcos,48000.0,500.0,2023-07
68343,68344,2024-09-22,Belo Horizonte,Mouse Gamer,120.0,1,Cliente_23611,Juliana,55000.0,120.0,2024-09
68344,68345,2024-05-22,Belo Horizonte,Teclado Mecânico,250.0,1,Cliente_1077,Juliana,55000.0,250.0,2024-05
68345,68346,2024-10-23,Rio De Janeiro,Smartphone Samsung,2200.0,10,Cliente_26163,Fernanda,60000.0,22000.0,2024-10
68346,68347,2024-06-07,Rio De Janeiro,Notebook Dell,3500.0,5,Cliente_5985,Fernanda,60000.0,17500.0,2024-06
68347,68348,2023-07-04,Recife,Notebook HP,3200.0,1,Cliente_22503,Marcos,48000.0,3200.0,2023-07
68348,68349,2024-04-05,Recife,Notebook Dell,3500.0,1,Cliente_8532,Marcos,48000.0,3500.0,2024-04
68349,68350,2023-01-26,Belo Horizonte,iPhone 14,5500.0,1,Cliente_12139,Juliana,55000.0,5500.0,2023-01
68350,68351,2023-08-06,Porto Alegre,Notebook Dell,3500.0,1,Cliente_27231,Pedro,42000.0,3500.0,2023-08
68351,68352,2024-11-14,São Paulo,"Monitor 27""",1200.0,1,Cliente_23047,Carlos,50000.0,1200.0,2024-11
68352,68353,2024-03-20,Recife,Mouse Gamer,120.0,1,Cliente_17900,Marcos,48000.0,120.0,2024-03
68353,68354,2023-02-04,Belo Horizonte,Smartphone Samsung,2200.0,1,Cliente_18647,Juliana,55000.0,2200.0,2023-02
68354,68355,2023-02-28,Porto Alegre,Mouse Gamer,120.0,1,Cliente_4638,Pedro,42000.0,120.0,2023-02
68355,68356,2023-04-22,Salvador,Smartphone Samsung,2200.0,2,Cliente_2443,Ana,52000.0,4400.0,2023-04
68356,68357,2023-03-15,Salvador,Cabo HDMI,40.0,2,Cliente_9260,Ana,52000.0,80.0,2023-03
68357,68358,2023-01-02,Belo Horizonte,Notebook Dell,3500.0,1,Cliente_11249,Juliana,55000.0,3500.0,2023-01
68358,68359,2023-08-17,Curitiba,Cabo HDMI,40.0,1,Cliente_3887,Roberto,45000.0,40.0,2023-08
68359,68360,2023-12-09,Porto Alegre,Cabo HDMI,40.0,1,Cliente_10024,Pedro,42000.0,40.0,2023-12
68360,68361,2024-01-12,Salvador,Smartphone Samsung,2200.0,1,Cliente_8798,Ana,52000.0,2200.0,2024-01
68361,68362,2023-06-06,Curitiba,Notebook Dell,3500.0,1,Cliente_8572,Roberto,45000.0,3500.0,2023-06
68362,68363,2023-05-21,Porto Alegre,Notebook Dell,3500.0,1,Cliente_28741,Pedro,42000.0,3500.0,2023-05
68363,68364,2023-01-29,São Paulo,iPhone 14,5500.0,1,Cliente_11511,Carlos,50000.0,5500.0,2023-01
68364,68365,2024-04-13,Rio De Janeiro,Mouse Gamer,120.0,1,Cliente_27064,Fernanda,60000.0,120.0,2024-04
68365,68366,2023-10-09,São Paulo,Cabo HDMI,40.0,1,Cliente_19424,Carlos,50000.0,40.0,2023-10
68366,68367,2023-12-25,São Paulo,Notebook Dell,3500.0,1,Cliente_26287,Carlos,50000.0,3500.0,2023-12
68367,68368,2024-01-19,Recife,Smartphone Samsung,2200.0,3,Cliente_14646,Marcos,48000.0,6600.0,2024-01
68368,68369,2023-08-05,Belo Horizonte,Cabo HDMI,40.0,1,Cliente_7386,Juliana,55000.0,40.0,2023-08
68369,68370,2023-09-04,Salvador,"Monitor 27""",1200.0,2,Cliente_23548,Ana,52000.0,2400.0,2023-09
68370,68371,2023-12-02,Porto Alegre,Notebook HP,3200.0,1,Cliente_26067,Pedro,42000.0,3200.0,2023-12
68371,68372,2023-01-27,São Paulo,Smartphone Samsung,2200.0,1,Cliente_22678,Carlos,50000.0,2200.0,2023-01
68372,68373,2023-02-11,Porto Alegre,"Monitor 27""",1200.0,1,Cliente_28055,Pedro,42000.0,1200.0,2023-02
68373,68374,2023-06-01,Rio De Janeiro,Smartphone Samsung,2200.0,1,Cliente_29837,Fernanda,60000.0,2200.0,2023-06
68374,68375,2024-12-14,Belo Horizonte,"Monitor 27""",1200.0,2,Cliente_5188,Juliana,55000.0,2400.0,2024-12
68375,68376,2024-12-20,Porto Alegre,Smartphone Samsung,2200.0,5,Cliente_8373,Pedro,42000.0,11000.0,2024-12
68376,68377,2023-12-08,Recife,Notebook HP,3200.0,1,Cliente_26700,Marcos,48000.0,3200.0,2023-12
68377,68378,2024-01-22,Curitiba,Cabo HDMI,40.0,1,Cliente_16139,Roberto,45000.0,40.0,2024-01
68378,68379,2024-06-30,São Paulo,iPhone 14,5500.0,2,Cliente_13700,Carlos,50000.0,11000.0,2024-06
68379,68380,2023-12-04,Porto Alegre,iPhone 14,5500.0,2,Cliente_29658,Pedro,42000.0,11000.0,2023-12
68380,68381,2023-08-11,Belo Horizonte,Notebook HP,3200.0,1,Cliente_23518,Juliana,55000.0,3200.0,2023-08
68381,68382,2023-05-17,Salvador,Smartphone Samsung,2200.0,2,Cliente_26086,Ana,52000.0,4400.0,2023-05
68382,68383,2023-04-26,Curitiba,Mouse Gamer,120.0,1,Cliente_28087,Roberto,45000.0,120.0,2023-04
68383,68384,2023-06-03,Salvador,"Monitor 27""",1200.0,1,Cliente_5698,Ana,52000.0,1200.0,2023-06
68384,68385,2024-07-28,Porto Alegre,Notebook Dell,3500.0,1,Cliente_14802,Pedro,42000.0,3500.0,2024-07
68385,68386,2023-08-07,Recife,Smartphone Samsung,2200.0,1,Cliente_13183,Marcos,48000.0,2200.0,2023-08
68386,68387,2023-05-24,Online,Notebook HP,3200.0,1,Cliente_13938,Sem Gerente (E-commerce),0.0,3200.0,2023-05
68387,68388,2024-09-27,Porto Alegre,Teclado Mecânico,250.0,1,Cliente_13883,Pedro,42000.0,250.0,2024-09
68388,68389,2024-08-19,Recife,iPhone 14,5500.0,1,Cliente_11215,Marcos,48000.0,5500.0,2024-08
